Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Companyon Ventures,https://www.crunchbase.com/organization/companyon-capital,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"We invest in US-based, seed-stage companies, with a strong interest in Seed-2, and pre–Series A rounds. Companyon looks for companies that have launched product and have early evidence of product-market fit. For B2B companies, this usually means monthly recurring revenue (MRR) of at least $25K, but can also be demonstrated by other metrics such as pilot customer conversions and renewals.  For consumer companies, we need to feel passionate about the problem you’re solving and the product you’ve built. We also look for evidence of passionate users, defensible core technology, rapid early user growth, and efficient distribution and customer acquisition.  ",,https://twitter.com/companyonvc,https://www.linkedin.com/company/companyonvc/,,,Active,We are a Boston-based early-stage venture capital firm with a platform team that amplifies the productivity of the companies we back.,2016-04-02,day,,,,,,https://companyon.vc,,,,Venture Capital,,6,7,,,,,,,,"20,161",1.9,1.8,-0.1,"1,609","1,209.71",31.95%,36,-39.61%,2.04,-18.6%,78.43%,29.42%,"9,458,413","-356,595",-3.63%,14,,,,,,,,,,
"Halpern, Denny & Co.",https://www.crunchbase.com/organization/halpern-denny-co,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Halpern, Denny & Co. is a private equity investment firm focusing on growth-oriented management buyouts and high growth, late stage expansion financings.",,,,,,Closed,"Halpern, Denny & Co. is a private equity investment firm focusing on growth-oriented management buyouts and high growth, late stage",,,,,,none,,http://www.halperndenny.com,,,,Private Equity Firm,Private Equity,5,7,,1,2,2,,,,"23,149",-0.2,0,-0.2,,,,,,,,,,,,,2,,,,,,,,,,
Berwind Private Equity,https://www.crunchbase.com/organization/berwind-private-equity,"Harvard, Massachusetts, United States",,,"East Coast, New England, Northeastern US",,"Berwind Private Equity is a multi-generational company that identifies investment opportunities for the Berwind family. Being internally funded allows us to quickly evaluate and act upon opportunities. They use clearly defined investment criteria and rely upon little or no leverage. Being family-run, they are flexible and can be accommodating on deal structures, differentiating us from traditional private equity funds and merger & acquisition firms.",4,,,,,Active,Berwind Private Equity is a multi-generational company that identifies investment opportunities for the Berwind family.,,,,,,,,http://www.berwindprivateequity.com,info@berwindprivateequity.com,,,Family Investment Office,Early Stage Venture,4,7,,1,2,2,,,,"23,971",-0.2,-0.2,-0.2,182,79.73,,3,,2,,,,"24,506,202",,,9,,,,,,,,,,
Peak Ridge Capital,https://www.crunchbase.com/organization/peak-ridge-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Peak Ridge Capital Group is a cutting edge, global alternative asset management firm. We focus on providing truly unique investment products to our diverse investor base. Our approach to providing value to investors involves bringing together the brightest minds and using world-class asset managers for each investment offering we provide. Our investment opportunities are targeted to the investment expectations and objectives of our investors.",1,,,,,Active,"Peak Ridge Capital Group is a global alternative asset management firm based in Boston, Massachusetts.",2000-01-01,year,,,,,,http://www.peakridgecap.com,general@peakridgecapital.com,,,Private Equity Firm,Early Stage Venture,3,7,,1,,,,,,"26,952",0.4,0.4,3.4,,65.73,,,,,,,,,,,12,,,,,,,,25836,USD,25836
Harvard Angel Group,https://www.crunchbase.com/organization/harvard-angel-group,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"The Harvard Angel group consists of Bay Area Harvard Alumni interested and engaged in the start-up community and committed to investing in early stage businesses. Our group is made up of individuals with broad experience in general management, entrepreneurship, finance, consulting and law. The involvement of the group in portfolio companies will vary from deal to deal. Our portfolio companies will have access to the group for general advice and direct involvement by individual members where we can make a difference to a portfolio investment. Potential roles for Harvard Angels include â€œmoney only investorâ€, Board member, CEO mentor and advisor/consultant. Harvard Angels invests in early stage companies across all industry sectors located in the San Francisco Bay Area. Ideal candidates are companies seeking $250,000 to $1,500,000. Harvard Angels invest as individuals, in aggregate up to $350,000 in any particular investment. We invest in â€œfor profitâ€ businesses, and expect our portfolio companies to achieve a successful exit within five years. We do not invest in R&D intensive businesses or businesses with high capital requirements. We strongly encourage business plan submissions from Harvard Alumni, but consider all investments based on potential economic returns. Harvard Angels Invests In These Industries: Business Products and Services, IT Services, Clean Technology, Internet / Web Services, Consumer Products and Services, Media and Entertainment, Electronics / Instrumentation, Medical Devices and Equipment, Gaming, Mobile, Healthcare Services, Software",1,,,,,Active,The Harvard Angel group consists of Bay Area Harvard Alumni interested and engaged in the start-up community and committed to investing in,,,,,,,,,,,,Angel Group,"Early Stage Venture, Seed",5,7,,,1,1,,,,"28,857",0,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,
VT Technology Ventures,https://www.crunchbase.com/organization/vt-technology-ventures,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"VT Technology Ventures is a boutique investment firm, specializing in supporting great ideas which have resulted in great early and growth stage companies. They believe in sweat equity and support founder teams who have already invested their passion, time and energy to turn their ideas into viable businesses. They are ready to help them accelerate their growth and take the next step.",,,https://www.linkedin.com/company-beta/11072262/,,,Active,VT Technology Ventures is a boutique investment and consulting company.,2015-06-03,day,,,,,,http://www.vttv.biz,,,,Venture Capital,Early Stage Venture,5,7,,1,2,2,,,,"28,988",0.2,-0.1,-0.2,,26.54,,,,,,,,,,,8,,,,,,,,,,
Cutlass Capital,https://www.crunchbase.com/organization/cutlass-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,9,,,,,Active,Cutlass Capital invest in the healthcare industry and is a private venture capital partnership.,2001-01-01,year,,,,,,http://www.cutlasscapital.com,hetz@cutlasscapital.com,410-303-6901,,Venture Capital,Early Stage Venture,5,7,,2,4,4,,,,"33,964",-0.3,0,-0.1,98,16.47,,4,,1,,100%,,"31,277,231",,,3,,,,,,,,20264,USD,20264
Seaflower Ventures,https://www.crunchbase.com/organization/seaflower-ventures,"Waltham, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,,,,,,Active,A venture capital firm specializing in start up and early stage financing.,,,,,,,,http://www.seaflower.com,,,,Venture Capital,,5,7,,,1,1,,,,"44,643",0.5,-0.1,1.9,,34.54,,,,,,,,,,,1,,,,,,,,,,
Claflin Capital Management,https://www.crunchbase.com/organization/claflin-capital-management,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Claflin Capital Management, Inc. is a principal investment firm specializing in early stage investments. The firm seeks to invest in technology, life science, and specialty electronics companies. It seeks to invest in companies based in Northeast and New England region of United States. Claflin Capital Management, Inc. was founded in 1978 and is based in Boston, Massachusetts",,,,,,Active,"Claflin Capital Management, Inc. is a principal investment firm specializing in early stage investments.",1978-01-01,year,,,,,,http://www.claflincapital.com,,,,Private Equity Firm,,6,7,,2,3,3,,,,"60,434",-0.3,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Bain & Company,https://www.crunchbase.com/organization/bain-co,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Bain & Company, Inc. operates as a global business consulting firm. It offers consulting services on the issues of change management, corporate strategy, cost and supply chain management, growth strategy, information technology, mergers and acquisitions, organization, performance improvement, private equity, and revenue enhancement. The company also publishes its research findings. It serves aerospace and defense, automotive, conglomerates, consumer products, energy and utilities, financial services, health care, media, retail, services, technology, telecommunications, and transportation services industries. The company was founded in 1973 and is based in Boston, Massachusetts.",447,http://twitter.com/BainAlerts,http://www.linkedin.com/company/bain-and-company,http://www.facebook.com/bainandcompany,,Active,"Bain & Company is a management consulting firm providing solutions on the issues of change in management, strategies, technology etc.",1973-01-01,year,,,,,For Profit,http://www.bain.com,recruiting@bain.com,1(617) 572-2000,,Venture Capital,Early Stage Venture,5,6,,2,2,2,,,,"2,344",-0.8,-0.8,-0.8,"1,063,141","1,049,148.1",5.27%,238,3.39%,3.88,6.65%,51.1%,-2.97%,"54,055","-2,612",-4.61%,54,28,979,46,0,32,,Advertising; business,30005657,USD,30005657
Granite Point Capital,https://www.crunchbase.com/organization/granite-point-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Granite Point Capital is a hedge fund. They have closed-end investment office in Boston, MA. Jeffrey Barnett, the chief operating officer of Granite Point Capital in Boston, is responsible for all aspects of the firm's business, including human resources, systems, trading, compliance and risk management. He also serves on the firm's investment committee, and has been instrumental in crafting a number of its investments in private equity transactions.  Launched in February of 2004, Granite Point Capital is a research-driven, long/short equity hedge fund with a global mandate and a focus on mid-small cap US equities. Although primarily focused on the public markets, it has invested in a number of PIPEs, private equity and venture-backed companies.",6,,,,,Active,"Granite Point Capital is a hedge fund. They have closed-end investment office in Boston, MA. Jeffrey Barnett, the chief operating officer",2005-01-01,year,,,,,,http://www.granitepoint.com,info@granitepoint.com,617.587.7500,,"Hedge Fund, Venture Capital",Late Stage Venture,5,6,,3,1,1,,,,"6,753",-0.1,4,3.5,161,265.36,-75.03%,,,1,0%,100%,0%,"28,534,893","12,207,534",74.77%,10,,,5,,,,,1954,USD,1954
Riverside Partners,https://www.crunchbase.com/organization/riverside-partners,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,Riverside Partners LLC  is a Boston-based private equity firm.,33,,,,,Active,Riverside Partners is a private equity firm that invests in growing middle market healthcare and technology oriented companies.,1988-01-01,year,,,,,,http://www.riversidepartners.com,,617.351.2800,,Private Equity Firm,Private Equity,6,6,,3,2,2,,,,"7,707",-0.4,-0.5,-1.1,"1,980","4,940.07",-53.05%,74,-5.9%,4.18,20.92%,29.62%,1.64%,"6,145,914","2,376,639",63.05%,6,,,,,,,,399794,USD,399794
Remiges Ventures,https://www.crunchbase.com/organization/remiges-ventures,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,1,,,,,Active,Remiges Ventures is a venture capital firm that focuses on groups and businesses in the Japanese academia and pharmaceutical industry.,,,,,,,,http://www.remigesventures.com,,,,Venture Capital,,5,6,,5,,,,,,"8,767",-0.4,4.8,5.1,311,546.19,-46.58%,157,48.91%,4.47,39.23%,8.24%,8.24%,"16,617,133","3,612,927",27.78%,14,,,,,,,,,,
Falcon Investment Advisors,https://www.crunchbase.com/organization/falcon-investment-advisors,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,9,,,,,Active,Falcon Investment Advisors is a private equity firm which invests subordinated debt and equity capital in middle market companies.,2000-01-01,year,,,,,,http://www.falconinvestments.com,,617.412.2700,,Private Equity Firm,Debt,6,6,,4,3,3,,,,"11,551",0.1,1.4,1.7,836,"1,207.21",-29.28%,229,"2,208.32%",1.99,44.42%,49.96%,-25.7%,"12,583,734","1,363,486",12.15%,18,,,,,,,,287830,USD,287830
AVG Blockchain Fund,https://www.crunchbase.com/organization/avg-blockchain-fund,"Waltham, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,,,https://www.linkedin.com/company/11481771/,,,Active,"The AVG Blockchain Fund is the smartest, simplest way to add a portfolio of blockchain investments to your broader VC portfolio.",2018-01-01,year,,,,,,https://www.avgblockchain.vc,,,,Venture Capital,Early Stage Venture,6,6,,,,,,,,"12,337",-0.2,-0.5,2.6,,,,,,,,,,,,,22,,,,,,,,,,
Mansa Capital,https://www.crunchbase.com/organization/mansa-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Mansa Capital is a health care private equity investment and advisory firm specializing in growing companies in the health care services and health care technology sectors. Mansa focuses on companies as they prepare for expansion, acquisition, privatization or IPO.",12,http://twitter.com/PEinHealthcare,,,,Active,"Mansa Capital, a health care private equity investment firm, specializes in growing companies in health care services industries.",2003-01-01,year,,,,,,http://www.mansaequity.com,stevelucin@gmail.com,617.424.4940,,Private Equity Firm,Early Stage Venture,5,6,,5,1,1,,,,"14,409",0.8,3.3,2.1,,65.78,,,,,,,,,,,1,,,3,,,,,,,
Breton Capital Management,https://www.crunchbase.com/organization/breton-capital-management,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,Private equity firm specializing in investing in special situations.,1,,,,,Active,Private equity firm specializing in investing in special situations.,,,,,,,,http://www.bretoncapital.com,info@bretoncapital.com,(857) 228-0750,,Private Equity Firm,,4,6,,3,1,1,,,,"18,554",-0.1,0.5,-0.2,200,55.16,,,,1,,100%,,"26,619,320",,,13,,,,,,,,,,
Clough Capital Partners,https://www.crunchbase.com/organization/clough-capital-partners,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,,,,,,Active,"Clough Capital Partners, L.P. is a Boston-based investment management firm",,,,,,,,http://www.cloughglobal.com/,investorrelations@cloughcapital.com,866.395.6628,,Fund Of Funds,,6,6,,,5,5,,,,"18,636",0.2,0.9,3,"3,392","3,314.4",71.86%,196,435.31%,3.78,17.32%,5.46%,-8.97%,"4,780,228","-2,060,459",-30.12%,7,,,,,,,,21980,USD,21980
Stone-Goff Partners,https://www.crunchbase.com/organization/stone-goff-partners,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Stone-Goff Partners is a private equity investment firm that acquires and builds companies in the lower middle market. Founded in 2010, the firm leverages the extensive investment, strategic and operational experience of its principals in the consumer and services sectors to serve as a value-added partner for its management teams, portfolio companies and limited partners.",3,,https://www.linkedin.com/company/stone-goff-partners,,,Active,Stone-Goff Partners is a New York-based private equity investment firm,2010-01-01,year,,,,,,http://www.stonegoff.com,,,,Private Equity Firm,Private Equity,6,6,,4,,,,,,"22,080",-0.2,3.3,3.3,367,743.71,-44.31%,21,-84.51%,2.78,-35.72%,55.53%,32.92%,"17,169,542","5,889,831",52.22%,10,,,,,,,,,,
Baxalta Ventures,https://www.crunchbase.com/organization/baxalta-ventures,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Baxalta Ventures invests globally in healthcare companies developing novel products and therapies consistent with Baxalta’s commitment to strive for excellence on behalf of patients, caregivers and healthcare providers.   The Baxalta Ventures team brings unique expertise in products and therapies across the pharmaceuticals, medical devices, and biotechnology sectors. As part of Baxalta, they have access to additional expertise in product research, development, manufacturing, and commercialization to their work with entrepreneurs. Baxalta Ventures believe that establishing strong relationships with entrepreneurs, other venture capital investors, and industry experts is critical for the long-term success of their portfolio companies. They aim to accelerate and enhance commercialization activities in portfolio companies by creating strategic alliances with other venture capital funds and by leveraging Baxalta’s expertise in clinical development, production, and marketing of therapeutic solutions. Baxalta Ventures is managed by an experienced leadership team with extensive expertise in venture capital, scientific innovation, and operational leadership in the healthcare industry. Their initial investments are generally up to $5 million and may increase throughout the life of the company.",,,,,,Active,"Baxalta Ventures is a biotech investment fund focused on novel therapeutics, medical technologies, and more.",2015-01-01,year,,,,,,http://www.baxalta.co.uk/research-development/baxalta-ventures.page?,,44 (0) 20 3655 2400,,Corporate Venture Capital,,3,6,,2,2,2,,,,"27,457",0,0.2,-0.3,,,,,,,,,,,,,2,,,,,,,,,,
Covidien Ventures,https://www.crunchbase.com/organization/covidien-ventures,"Mansfield, Massachusetts, United States",,,"East Coast, New England, Northeastern US",,"Covidien is passionate about making doctors, nurses, pharmacists and other medical professionals as effective as they can be. From Autosuture to Valleylab, from Kendall to Mallinckrodt, the industry-leading brands are known worldwide for uncompromising quality. Through ongoing collaboration with medical professionals and organizations, they identify clinical needs and translate them into proven products and procedures. Over the years, they've pioneered a number of medical advances including contrast media, pulse oximetry, electrosurgery, surgical stapling and laparoscopic instrumentation. Offering an extensive product line that spans medical devices, pharmaceuticals and medical supplies, they serve healthcare needs in hospitals, long-term care and alternate care facilities, doctorsâ€™ offices and in the home.",,https://www.twitter.com/medtronic,https://www.linkedin.com/company/medtronic,https://www.facebook.com/medtronic,,Active,"Covidien is passionate about making doctors, nurses, pharmacists and other medical professionals as effective as they can be.",,,,,,,,http://www.covidienventures.com/covidienventures/pages.aspx?page=Home,ventures@covidien.com,(800) 328-2518,,Corporate Venture Capital,,6,6,,2,3,3,,,,"28,627",-0.1,0,0.9,,,,,,,,,,,,,2,,,,,,,,,,
Argonaut Partners,https://www.crunchbase.com/organization/argonaut-partners,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,1,,,,,Active,Argonaut Partners is a private equity firm specialized in the acquisition and operation of middle-market value-added distributorships.,,,,,,,,http://www.argollc.com,nsb@argonautllc.com,,,Private Equity Firm,"Early Stage Venture, Seed",5,6,,2,,,,,,"29,080",-0.5,-0.7,2.5,,11.02,,,,,,,,,,,8,,,,,,,,,,
Sustainable Resource Ventures,https://www.crunchbase.com/organization/sustainable-resource-ventures,"Concord, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Sustainable Resource Ventures (SRV) invests in early- and seed-stage for-profit companies that also pay a social or environmental dividend. SRV also manages the Patient Capital Collaborative series of VC funds for Investor's Circle, a global group of socially responsible angel investors.",,,https://www.linkedin.com/company/sustainable-resource-ventures/,,,Active,Sustainable Resource Ventures (SRV) invests in early- and seed-stage for-profit companies that also pay a social or environmental dividend.,,,,,,,,http://www.sustainvc.com,,,,Venture Capital,Early Stage Venture,6,6,,,,,,,,"29,275",0.4,0.6,1.6,"1,912",730.85,416.27%,5,-79.39%,1.04,-29.67%,76.01%,24.17%,"11,747,583","-7,456,992",-38.83%,7,,,9,,,,,,,
Brooke Private Equity Advisors,https://www.crunchbase.com/organization/brooke-private-equity-advisors,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Brooke Private Equity Advisors, Private Equity is a principal investment firm. The firm typically invests in a companyâ€™s first institutional round of investment regardless of the stage of the companyâ€™s development. It provides growth capital financings and invests in minority and majority recapitalizations. The firm seeks to invest in business and financial services, retail and consumer, healthcare, technology, media, telecommunication, and industrial sectors. It is a subsidiary of Brooke Private Equity Advisors. Brooke Private Equity Advisors, Private Equity was founded in 2003 and is based in Boston, Massachusetts.",,,,,,Active,"Brooke Private Equity Advisors, Private Equity is a principal investment firm. The firm typically invests in a companyâ€™s first",2003-01-01,year,,,,,,http://www.brookepea.com,,617 227-3160,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",5,6,,,2,2,,,,"32,587",-0.3,-0.1,0.4,,,,,,,,,,,,,1,,,,,,,,,,
Osbon Capital Management,https://www.crunchbase.com/organization/osbon-capital-management,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"As a first-of-its-kind index boutique, Osbon Capital combines the power of index investments with the personal service of a high-end boutique. Our index-only investment philosophy allows us to carefully allocate your holdings to distinct asset classes based on your goals and risk tolerance, without trying to guess which securities will outperform the market in the next few weeks. Our boutique business model means you will deal directly with founder John Osbon, receiving the kind of personal care and attention that only a company owner can deliver.",,,,,,Active,Osbon Capital Management is an investment advisory firm that focuses on helping people reach their financial and investment goals.,2005-05-02,day,,,,,,http://www.OsbonCapital.com,,+1 617-217-2772,,Venture Capital,,5,6,,1,1,1,,,,"33,066",0.9,2.4,3.3,150,824.22,20.65%,,,1,0%,100%,0%,"29,228,890","-926,427",-3.07%,7,,,13,,,,,99772,USD,99772
Shiprock Capital,https://www.crunchbase.com/organization/shiprock-capital,"Wellesley, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,,,,,,Active,"Shiprock Capital, a Massachusetts-based private equity firm, invests in early- and expansion-stage IT and physical sciences companies.",,,,,,,,http://www.shiprock.com,info@shiprock.com,,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",4,6,,1,1,1,,,,"34,933",0.5,0.6,1,,,,,,,,,,,,,3,,,,,,,,,,
TSG Equity Partners,https://www.crunchbase.com/organization/tsg-equity-partners,"Stow, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,,,,,,Active,"Founded in 1996, TSG Equity Partners is an investment firm that provides growth and acquisition financing to lower middle-market companies.",1996-01-01,year,,,,,,http://www.tsgequity.com,tns@tsgequity.com,978-461-9900,,Private Equity Firm,Early Stage Venture,5,6,,,1,1,,,,"36,839",-0.5,-0.2,-0.2,,30.69,,,,,,,,,,,5,,,9,,,,,,,
Axxon Capital,https://www.crunchbase.com/organization/axxon-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Axxon Capital, LP, a leading venture capital and private equity company.",,,,,,Closed,Axxon Capital is a Brazilian venture capital firm that offers growth capital investments for small- and mid-cap companies.,,,,,,none,,,,,,Venture Capital,Early Stage Venture,6,6,,1,4,4,,,,"50,606",-0.4,-0.3,1.3,,,,,,,,,,,,,,,,,,,,,,,
Audax Private Equity,https://www.crunchbase.com/organization/audax-private-equity,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,Audax Private Equity is solely focused on building leading middle market companies.,5,,,,,Active,Audax Private Equity is solely focused on building leading middle market companies.,,,,,,,,https://www.audaxprivateequity.com,,,,Private Equity Firm,Private Equity,5,5,,3,3,3,,,,"4,669",-1.2,-0.5,5.8,"5,913","8,001.32",-61.55%,206,343.77%,3.49,96.25%,30.88%,5.92%,"3,009,095","907,971",43.21%,23,,,,,,,,22854647,USD,22854647
Netcapital,https://www.crunchbase.com/organization/netcapital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Netcapital is a new way for friends, family, and customers to invest in companies—and for companies to raise money by building communities.",,https://twitter.com/netcapital,https://www.linkedin.com/company-beta/9015165/,https://www.facebook.com/Netcapital/,,Active,"Netcapital is a new way for friends, family, and customers to invest in companies—and for companies to raise money by building communities.",2014-01-01,year,,,,,,https://netcapital.com/,hello@netcapital.com,,,Venture Capital,"Early Stage Venture, Seed",5,5,,3,,,,,,"8,599",-0.1,-0.2,0,"26,577","26,427.57",7.32%,118,10.32%,1.84,-26.87%,39.5%,-0.53%,"1,489,011","184,406",14.14%,30,,,,,,,,,,
Devonshire Investors,https://www.crunchbase.com/organization/devonshire-investors,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Devonshire Investors is the private investment arm of the owners of Fidelity Investments, one of largest financial institutions in the world with over $1.5 trillion in assets under management. Devonshire has been a leading venture capital investor for over 40 years through its funds, including:  Fidelity Biosciences, Fidelity Growth Partners, Fidelity Ventures and Devonshire Investors.  Past investments include Alibaba (NYSE: BABA), Cloudant (IBM), Xoom (NASDAQ: XOOM) and Airspace (Cisco).  Current investments include Kensho, Good Data, FutureAdvisor, TradeBlock and peerTransfer.   Devonshire Investors is headquartered in Cambridge, Massachusetts.",13,,,,,Active,private investment firm,1969-01-01,year,,,,,,,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",5,5,,,1,1,,,,"8,732",-0.1,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Castle Island Ventures,https://www.crunchbase.com/organization/castle-island-ventures,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,They are a venture capital firm focused exclusively on public blockchains. They invest in infrastructure and application companies that will enable these transformative protocols to power services for the next billion users.,5,,,,,Active,"Castle Island Ventures is a venture capital firm,",,,,,,,,http://www.castleisland.vc/,,617-401-4017,,Venture Capital,Early Stage Venture,4,5,,,,,,,,"8,984",-0.4,-0.6,0,"2,645","1,992.84",-24.18%,11,-83.21%,1.43,-3.44%,77.64%,8.01%,"7,320,169","1,462,614",24.97%,11,,,,,,,,,,
Tectonic Ventures,https://www.crunchbase.com/organization/tectonic-ventures,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,1,,https://www.linkedin.com/company/tectonicventures,,,Active,Remarkable founders have a vision that will shift the future.,,,,,,,,http://tectonicventures.com/,,,,Venture Capital,,5,5,,,,,,,,"10,649",0.7,0.7,0.7,506,697.09,68.39%,24,,1.3,30.14%,69.86%,-30.14%,"17,610,283","-5,056,028",-22.31%,9,,,,,,,,,,
Sverica International,https://www.crunchbase.com/organization/sverica-international,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Sverica International, founded in 1993, is a leading private equity firm with over $425 million of capital under management across three funds. Sverica invests in, works closely with management teams and builds companies that are or could become leaders in their industries. As a firm founded by former operators, Sverica employs a ""higher touch"" model by taking an active role in portfolio company development. Sverica partners with talented executives while devoting significant internal resources to help its management teams create and execute growth strategies.",6,,,,,Active,"Sverica International, founded in 1993, is a leading private equity firm with over $425 million of capital under management across three",1993-01-01,year,,,,,,http://www.sverica.com,,,,Private Equity Firm,Private Equity,5,5,,1,3,3,,,,"13,614",0.3,-0.1,0.9,,,,,,,,,,,,,17,,,,,,,,,,
Hastings Equity Partners,https://www.crunchbase.com/organization/hasting-equity-partners,"Needham, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Hastings Equity Partners is a private equity firm with offices in Houston and Boston focused on investing in lower, middle-market businesses in the energy sector. Hastings’ approach is to leverage the extensive operational experience of the firm's managers and investors, many of whom are active or former CEOs of Fortune 1000 companies. In addition, due to the firm's expanding portfolio of oilfield services companies, it is able to share best practices, technology trends and contacts across its platform to ensure that all of its investments benefit.",9,,,,,Active,"Hastings Equity Partners is a private equity firm focused on investing in lower, middle-market businesses in the energy sector.",2004-01-01,year,,,,,,http://www.hastingsequity.com,nbaqui@hastingsequity.com,(281) 407-4845,,Private Equity Firm,,5,5,,2,1,1,,,,"16,391",-0.2,-0.2,1.8,151,623.6,-88.42%,66,81.37%,7,46.65%,0%,-11.94%,"20,570,274","12,745,964",162.9%,23,,,,,,,,34773,USD,34773
Rudyard Partners LLC,https://www.crunchbase.com/organization/rudyard-partners-llc,"Concord, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Rudyard Partners is an early stage investment office focused on young luxury or lifestyle consumer brands. Investment areas include the Business of Fashion, Home & Hospitality, Food & Beverage, and Health & Beauty. Rudyard also provides creative and management services for young brands looking to grow visibility (distribution or consumer) prior to or after a financing. Rudyard has strong relationships with industry anchors in technology and CPG. ",,,,,,Active,Rudyard Partners is a consumer-focused venture capital & consultancy firm.,2008-02-01,day,,,,,,http://rudyardpartners.com,,,,Family Investment Office,"Debt, Early Stage Venture, Seed",5,5,,1,1,1,,,,"19,937",-0.1,0.2,2.2,184,124.59,4.9%,132,428%,4,33.33%,,,"21,243,541","-1,276,280",-5.67%,4,,,,,,,,,,
Pear Tree Partners,https://www.crunchbase.com/organization/pear-tree-partners,"Lincoln, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,,,,,,Active,Pear Tree Partners provides investment and advisory services to early stage and growth capital companies.,,,,,,,,http://www.peartreefunds.com,info@peartreefunds.com,(800) 326-2151,,Venture Capital,Early Stage Venture,5,5,,4,,,,,,"20,893",0.3,-0.1,0.2,165,887.83,-43.74%,19,-84.81%,4,0%,,,"22,146,206","5,095,174",29.88%,18,,,,,,,,,,
