Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
WS Ventures Management,https://www.crunchbase.com/organization/ws-ventures-management,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"WS Ventures Management is a venture capital firm based in Dallas,Texas. ",,,,,,Active,"WS Ventures Management is a venture capital firm based in Dallas,Texas. ",,,,,,,,,,,,Venture Capital,,3,3,,,2,2,,,,"77,339",0,-0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Rice University,https://www.crunchbase.com/organization/rice-university,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"Rice University is a private research university located in Houston, Texas, United States. It is mainly focused on providing undergraduate education. The university is organized into eleven residential colleges and eight schools of academic study including the Wiess School of Natural Sciences, the George R. Brown School of Engineering, the School of Social Sciences, and the School of Humanities. Graduate programs are offered through the Jesse H. Jones Graduate School of Business, School of Architecture, Shepherd School of Music, and Susanne M. Glasscock School of Continuing Studies. Rice University students are bound by the strict Honor Code, which is enforced by a uniquely student-run Honor Council. Rice University is noted for its applied science programs in the fields of artificial heart research, structural chemical analysis, signal processing, space science, and nanotechnology. It was ranked first in the world in materials science research by the Times Higher Education (THE) in 2010. The university is also noted for its entrepreneurial activities and has been recognized as one of the top ranked business incubators in the world by the Stockholm-based UBI Index for both 2013 and 2014. Rice University is a member of the Association of American Universities. Currently, it has approximately 3,900 undergraduates and 2,600 graduate students from the U.S. and 76 countries or regions. The university was established in 1912 and was named after William Marsh Rice, an American businessman who bequeathed his fortune to found Rice University.",983,https://twitter.com/riceuniversity,,https://www.facebook.com/RiceUniversity,,Active,Rice University is a private research university focused on providing undergraduate education services.,1912-09-23,day,,,,,,http://www.rice.edu/,,,,University Program,,1,2,,,,,,,,655,-1.4,-2.1,4.8,"2,341,657","2,537,908.78",16.51%,183,-4.13%,4.31,10.92%,61.75%,0.62%,"24,994","-4,144",-14.22%,18,8,20,53,,,,,,,
Hypergiant,https://www.crunchbase.com/organization/hypergiant,"Austin, Texas, United States",,,Southern US,,"Hypergiant Industries is the AI industrial complex for leading global enterprises and governments. We help major institutions innovate with breakthrough machine intelligence-driven technology, and make sense of data at the intersection of critical infrastructures through our integrated approach of AI products and services. The solutions, products, and companies Hypergiant Industries create support its customers on their mission to speed beyond norms and realize an exploded potential of the future we were promised through AI.",75,https://twitter.com/hypergiant,https://www.linkedin.com/company/hypergiant/,https://www.facebook.com/gohypergiant/,,Active,Hypergiant helps big brands look beyond the AI buzzwords.,2018-01-01,year,,,,,For Profit,http://hypergiant.com/,INFO@HYPERGIANT.COM,737-808-4055,,Corporate Venture Capital,,2,2,,,,,,,,"2,015",-0.7,-0.9,-0.6,"12,846","13,858.55",-32.48%,139,104.75%,2.7,51.18%,44.81%,9.15%,"1,904,144","160,381",9.2%,31,,,13,,,,,,,
Verdant Frontiers,https://www.crunchbase.com/organization/verdant-frontiers,"Austin, Texas, United States",,,Southern US,,"Verdant Frontiers is a venture capital firm specializing in start-up and early stage investments. At Verdant Frontiers, we are passionate about creating sustainable, profitable business in places where we can be a force for good. We open new markets, tear down barriers, and lay down a path of prosperity and success for all of those who we come in contact with, or who invest in our companies. We are a for-profit venture conglomerate, a group made up of companies that we have founded, funded and grown. Since 2013, we have started seven ventures and have subsequently sold two, liquidated one and continue to build the other five for high-growth and strong investor returns. Our aim for every project we take on is that each company exists to be the catalyst for an industrial and agricultural revolution in every market where we work.",1,https://twitter.com/verdantfrontier,https://in.linkedin.com/company/verdant-frontiers,,,Active,Verdant Frontiers is a venture capital firm specializing in start-up and early stage investments.,2013-01-01,year,,,,,,http://verdantfrontiers.com/,admin@verdantfrontiers.com,888-638-0130,,Venture Capital,Early Stage Venture,2,2,,,,,,,,"3,634",0.1,0,-0.2,239,351.96,,,,1,,100%,,"25,035,726",,,13,,,,,,,,,,
The University of Texas at Austin,https://www.crunchbase.com/organization/the-university-of-texas-at-austin,"Austin, Texas, United States",,,Southern US,,"The University of Texas at Austin is one of the largest public universities in the United States and is the largest institution of The University of Texas System. Founded in 1883, the university has grown from a single building, eight teachers, two departments and 221 students to a 350-acre main campus with 17 colleges and schools, about 24,000 faculty and staff, and more than 50,000 students. The university’s reach goes far beyond the borders of the main campus with satellite campuses and research centers across Texas, including the J.J. Pickle Research Campus, the Marine Science Institute, the McDonald Observatory, the Montopolis Research Center and the Brackenridge tract. With an enrollment of 11,000 students and more than 3,500 master’s and doctor’s degrees awarded annually, the Graduate School is a national leader in graduate degrees awarded and one of the largest graduate schools in the nation. More than 8,700 bachelor’s degrees are awarded annually in more than 170 fields of study and 100 majors. The university has one of the most diverse student populations in the country and is a national leader in the number of undergraduate degrees awarded to minority students.",183,http://twitter.com/utaustin,http://www.linkedin.com/edu/the-university-of-texas-at-austin-19518,http://www.facebook.com/245640871929,,Active,The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education.,,,,,,,,http://www.utexas.edu/,hello@utexas.edu,(512) 471-3434,,University Program,,2,2,,1,1,1,,,,"3,806",-0.1,-0.1,-0.4,,,,,,,,,,,,,17,,,,,,,,,,
Bumble Fund,https://www.crunchbase.com/organization/bumble-fund,"Austin, Texas, United States",,,Southern US,,"Bumble Fund is an investment arm of Bumble that seeks to make early-stage investments, primarily in businesses founded and led by women of color and those from underrepresented groups. It usually participates in Seed or Series A rounds with an average check size of $25-50k.",3,,,,,Active,Bumble Fund is an investment arm of Bumble that seeks to invests in women founders.,2014-01-01,month,,,,,,https://thebeehive.bumble.com/bumble-fund,,,,Corporate Venture Capital,"Early Stage Venture, Venture",2,2,,1,,,,,,"6,000",-0.5,-0.9,2.8,"200,476","268,640.3",0.71%,17,-32.29%,1.18,-7.7%,87.89%,6.01%,,,,24,,,,,,,,,,
Highland Capital Management,https://www.crunchbase.com/organization/highland-capital-management,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Highland Capital Management, L.P. is an SEC-registered investment adviser which, together with our affiliates, has approximately $17.7 billion of assets under management. We are one of the largest and most experienced global alternative credit managers. Our firm specializes in credit strategies, such as credit hedge funds, long-only funds and separate accounts, distressed and special situations private equity, and collateralized loan obligations (CLOs). Highland also offers alternative investments, including emerging markets, long/short equities, and natural resources.   Highland's diversified client base includes public pension plans, foundations, endowments, corporations, financial institutions, fund of funds, governments, and high net-worth individuals. Our firm is headquartered in Dallas, Texas and maintains offices in New York, London, Singapore, and Seoul.",148,http://twitter.com/HighlandCapMgmt,http://www.linkedin.com/company/highland-capital-management-l-p-,https://www.facebook.com/HighlandCapitalMgmt/,,Active,"Highland Capital Management, L.P. is an SEC-registered investment adviser which, together with our affiliates, has approximately $17.7",1993-01-01,year,,,,,,http://www.hcmlp.com,markets.awards@thomsonreuters.com,+119726284100,,"Private Equity Firm, Venture Capital","Late Stage Venture, Private Equity",2,2,,2,,,,,,"7,089",-0.2,1.9,1.3,,,,,,,,,,,,,14,,,,,,,,18045154,USD,18045154
Highlander Partners,https://www.crunchbase.com/organization/highlander-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Highlander Partners, L.P. is an investment firm founded in 2004 by Laurence E. Hirsch, former CEO and Chairman of Centex Corporation, and Michael R. Nicolais, former Co-head of the Dallas Corporate Finance office and Managing Director for Donaldson, Lufkin & Jenrette. Highlander Partners has investments in a wide range of asset categories, with a principal focus on making direct private equity and mezzanine investments in light manufacturing, basic materials, food products, business and industrial services and value-added distribution companies. Highlander Partners is headquartered in Dallas, Texas, USA, and its U.S. office, headed by Jeff L. Hull, makes private equity and mezzanine investments throughout North America. In 2008, the company opened an office in Warsaw, Poland, led by Dawid Walendowski, in order to make private equity investments throughout Central Europe. Highlander Partners has more than $600 million in capital under management, over $500 million of which is allocated to direct private equity and mezzanine investments in the United States and Central Europe.",20,https://twitter.com/highlandcapital,https://www.linkedin.com/company/highlander-partners,,,Active,Highlander Partners is a private investment firm making direct private equity and mezzanine investments.,2004-01-01,year,,,,,,http://www.highlander-partners.com,mblanchat@highlander-partners.com,(214) 245-5000,,Private Equity Firm,,2,2,,1,1,1,,,,"7,601",-0.2,-1,4.8,"2,363","2,907.9",-9.81%,205,65.46%,3.52,-4.51%,28.79%,0.69%,"5,773,520","686,176",13.49%,26,,,11,,,,,1151653,USD,1151653
Notley Ventures,https://www.crunchbase.com/organization/notley-ventures,"Austin, Texas, United States",,,Southern US,,"Notley Ventures builds innovative businesses with strong fundamentals across a range of industries. It invests in sustainable and scalable solutions that creates positive change in people’s lives. The company works closely with entrepreneurs to figure out the key levers for growth and provides support structure that is tailored to their organization’s individual needs, from PR and marketing to financing and mentorship. It builds network of entrepreneurs, providing them with financial capital, operational support and mentorship, and launches innovative initiatives that brings together the public sector, philanthropy, and businesses. Notley Ventures is a U.S.-based company that was founded in 2015 by Lisa Graham.",1,https://www.twitter.com/notleyventures,https://www.linkedin.com/company/notley,https://www.facebook.com/notleyventures,,Active,Notley Ventures builds innovative businesses with strong fundamentals across a range of industries.,2015-01-01,year,,,,,,http://www.notleyventures.com,info@notleyventures.com,,,Angel Group,,2,2,,,,,,,,"10,680",0.6,-0.3,-0.3,"1,125","2,767.77",5.43%,10,-88.27%,3.29,-18.88%,59.7%,-1.97%,"9,408,299","553,565",6.25%,6,,,8,,,,,,,
Energy & Minerals Group,https://www.crunchbase.com/organization/energy-minerals-group,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"The Energy & Minerals Group (EMG) is a private investment firm with Regulatory Assets Under Management (“RAUM”) of $16.8 billion. EMG targets equity investments of $150 million to $1,000 million in the energy and minerals sectors with talented, experienced management teams, focused on hard assets that are integral to existing and growing markets.",,,,,,Active,The Texas-based private-equity firm,,,,,,,,http://www.emgtx.com/,,,,Private Equity Firm,,2,2,,,1,1,,,,"10,883",-0.1,0.4,-0.2,472,"1,086.07",-47.27%,45,-84.82%,1.64,-51.88%,67.94%,23.71%,"17,279,501","6,677,043",62.98%,17,,,,,,,,,USD,
"Golden Section Ventures, LLC",https://www.crunchbase.com/organization/golden-section-ventures-llc,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,,,,,,Active,"SaaS, B2B, Industrial Tech, Hospitality Tech, Health IT",2011-01-01,year,,,,,,https://www.gstdev.com/,dougal@goldensectionventures.com,,,Venture Capital,"Early Stage Venture, Seed",2,2,,,1,1,,,,"10,923",0.1,0.1,-0.4,232,"3,870.77",-54.62%,,,1,-64.46%,100%,87.63%,"25,289,167","10,091,071",66.4%,23,1,0,22,,,,,75957,USD,75957
Trinity Hunt Partners,https://www.crunchbase.com/organization/trinity-hunt-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Trinity Hunt is a private equity firm based in Dallas, Texas focused on partnering with owner-operator businesses to accelerate their growth and achieve their full potential. With over $500 million of committed investor capital, Trinity Hunt has a successful track record investing in more than 50 platform companies over the past 25 years. For each of its portfolio companies, the firm brings a world-class toolkit of operating resources in each functional area. Through both internal and external resources, Trinity Hunt provides the strategic, operational and financial expertise to help take entrepreneurial businesses to the next level.  Trinity Hunt focuses on specific industry sectors within B2B business services, niche manufacturing, industrial services, non-cyclical consumer and health care services where the teams have developed a successful track record, industry-specific operating resources and a thorough understanding of industry best practices. When investing in companies, the team strives to become a value-added partner, not owners. The firm provides entrepreneurs with operating resources and expertise, while collaborating with management team to provide strategic guidance and support to further drive the success of the company.  Current portfolio companies include:  • America's Auto Auction  • Castlewood Treatment Center  • Deposition Solutions  • Equivalent DATA  • Family Help & Wellness  • Lakeview Health  • Lone Star Fasteners  • Mid America Pet Food  • Miller Environmental  • Rotorcraft Services Group  • Starplex Cinemas",12,,https://www.linkedin.com/company/trinity-hunt-partners,,,Active,Trinity Hunt Partners is a private equity firm that focuses on partnering with owner-operated businesses to accelerate their growth.,1993-01-01,year,,,,,,http://www.trinityhunt.com,scolvert@trinityhunt.com,214.545.5248,,Private Equity Firm,,2,2,,,1,1,,,,"11,100",-0.2,-0.3,5.1,"5,858","1,798.41",401.34%,34,-88.14%,1.98,-72.37%,8.93%,-19.57%,"4,658,459","-2,955,698",-38.82%,13,,,8,,,,,2779630,USD,2779630
Capstar Partners,https://www.crunchbase.com/organization/capstar-partners,"Austin, Texas, United States",,,Southern US,,"Capstar Partners, LLC is a private investment firm based in Austin, Texas. Capstar Partners participates in small and middle market buyouts, real estate development, and public investing. Since 2000, Capstar has invested in a broad range of industries including media and broadcasting, healthcare services, e-commerce, financial services and real estate.",2,,,,,Active,"Capstar Partners is a private investment firm based in Austin, Texas.",,,,,,,,http://www.capstarpartners.com,,(512)340-7800,,Private Equity Firm,Private Equity,2,2,,1,,,,,,"13,567",-0.5,-0.6,5.2,670,324.78,-21.36%,16,-70%,3.07,0.81%,22.61%,4.09%,"12,602,306","1,782,585",16.48%,18,,,9,,,,,,,
Kleinheinz Capital Partners,https://www.crunchbase.com/organization/kleinheinz-capital-partners,"Fort Worth, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,Kleinheinz Capital Partners is a company managing hedge fund partnerships.,,,,,,,,http://www.kleinheinz.com,info@kleinheinz.com,,,Hedge Fund,"Late Stage Venture, Private Equity",2,2,,,1,1,,,,"14,284",0.6,2.8,3.8,,,,,,,,,,,,,9,,,,,,,,21046,USD,21046
NEXT VENTŪRES,https://www.crunchbase.com/organization/next-ventūres,"Austin, Texas, United States",,,Southern US,,"NEXT VENTŪRES is a venture capital firm that invests in the sports, fitness, nutrition, and wellness markets. With established expertise and deep connections in these markets as well as proven financial track records, the NEXT VENTŪRES team is well positioned to create significant value for their investors and their portfolio companies. The firm was established in 2018 and is based in Austin, Texas.",2,,https://www.linkedin.com/company/nextventuresvc,,,Active,"NEXT VENTŪRES is a venture capital firm that invests in the sports, fitness, nutrition, and wellness markets.",2018-01-01,year,,,,,,https://nextventures.com,Info@nextventures.com,,,"Private Equity Firm, Venture Capital",,2,2,,2,,,,,,"14,696",-0.4,-1.4,1.3,"15,974","5,551.63",147.11%,100,522.6%,3.09,98.04%,17.06%,-10.48%,"1,685,247","-2,591,910",-60.6%,11,,,,,,,,,,
Colt Ventures,https://www.crunchbase.com/organization/colt-ventures,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,Colt Ventures proving a broad range of investment activities and has the flexibility to invest in a wide variety of asset classes.,1995-01-01,year,,,,,,http://www.coltventures.com,cbradley@coltventures.com,214 397-0176,,Private Equity Firm,Early Stage Venture,2,2,,1,2,2,,,,"15,132",0.2,1.1,4.6,"1,883","1,458.88",-30.16%,,,1,0%,0%,-53.92%,"11,588,632","2,069,710",21.74%,10,,,,,,,,1003,USD,1003
HBK Capital Management,https://www.crunchbase.com/organization/hbk-capital-management,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"HBK Capital Management is an alternative investment firm currently managing approximately $9.5 billion in assets.  The firm was founded in 1991 and employs approximately two hundred individuals in Dallas, New York, London, and Charlottesville.  Among the top rated and longest-tenured hedge funds in the world, we have a refreshingly transparent and team -focused culture, low turnover, and a fun work environment.",3,,https://www.linkedin.com/company/hbk-capital-management,,,Active,HBK Capital Management is an alternative investment firm currently managing approximately $9.5 billion in assets.,1991-01-01,year,,,,,,https://www.hbk.com/users/sign_in,careers@hbk.com,(214) 758-1208,,Venture Capital,Private Equity,2,2,,1,1,1,,,,"15,452",0,-0.1,-0.4,"6,794","12,694.02",-46.6%,30,42.58%,2.26,-20.4%,20.29%,14.26%,"3,563,609","1,398,948",64.63%,17,,,16,,,,,4133078,USD,4133078
White Deer Energy,https://www.crunchbase.com/organization/white-deer-energy,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"White Deer Energy is a middle market, buy-and-build private equity fund focused on the exploration & production, oilfield service and equipment, and midstream sectors of the oil and gas industry.  With $821 million in assets under management, White Deer Energy is a long-term investor of growth capital and targets equity investments of $50 to $100 million.  From office locations in Houston and New York, the White Deer Energy team has the industry expertise and the capital to become an attractive partner for growing energy companies.  White Deer Energy's team has a broad network of relationships in the energy and financial communities and a track record of creating value for their investors and their industry partners.",2,,,,,Active,White Deer Energy specializes in ventures in middle market energy companies.,2008-01-01,year,,,,,,http://www.whitedeerenergy.com,,646.966.1308,,Private Equity Firm,,2,2,,1,2,2,,,,"15,520",0.3,3.5,2.2,"1,282","1,370.74",89.05%,70,-56.8%,4.25,-16.78%,,,"8,425,555","-2,229,894",-20.93%,6,,,,,,,,335675,USD,335675
Clovis Point Capital,https://www.crunchbase.com/organization/clovis-point-capital,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"Clovis Point Capital is a private equity firm that seeks to invest in the lower end of the middle-market, Organic growth capital, acquisition capital, ownership transition, estate planning, recapitalizations, management buyouts, spinouts and divestitures, and buyout and growth equity investments. The fund will consider investments across all industries bur these companies tend to be less capital intensive and leverage a low fixed-cost infrastructure such as software-as-a-service, information technology, tech-enabled business services, internet services, light manufacturing and many more. It seeks to invest in US.  Clovis Point Capital focuses on low fixed cost, recurring revenue business models earning $0.5 million to $3 million in EBITDA. It seeks to invest between $2 million to $10 million of equity per investment.  Clovis Point Capital seeks to invest in organic and inorganic growth initiatives. It seeks to take board positions.  Clovis Point Capital will pursue transactions where it purchases the majority (>50 percent) of the equity and/or voting control of the target company. It seeks to acquire Majority and minority equity positions.  Clovis Point Capital seeks to invest for three to seven years. It began operation in 2014, with its headquarters in Houston in Texas.",2,,https://www.linkedin.com/company/clovis-point-capital/,,,Active,Clovis Point Capital seeks to invest in the lower end of growth equity investments.,2014-01-01,year,,,,,,http://cpcap.com,info@cpcap.com,(713) 966-6731,,Private Equity Firm,,2,2,,1,,,,,,"15,829",0.9,-0.4,5.5,654,313.11,111.37%,78,203.64%,3.65,25.57%,25.09%,-27.16%,"12,174,835","-5,745,451",-32.06%,2,,,8,,,,,1276669,USD,1276669
International Accelerator,https://www.crunchbase.com/organization/international-accelerator,"Austin, Texas, United States",,,Southern US,,IA is an Austin-based start up accelerator program focused solely on non-US citizen founders that provides access to seed funding and the unique services you need to launch your start up in the United States.,2,http://twitter.com/intlaccelerator,http://www.linkedin.com/company/international-accelerator,http://www.facebook.com/internationalaccelerator,,Active,"IA is an Austin-based accelerator focusing solely on non-US startups. We provide $50,000 seed funding and a one-year accelerator program.",2013-01-01,year,,,,,,https://iaccelerator.com,info@internationalaccelerator.com,,,Accelerator,"Early Stage Venture, Seed",2,2,,,,,On-Site,2019-02-28,10,"16,081",0.5,0,2.3,"2,929","3,125",0.86%,85,-4.24%,1.94,3.22%,62.85%,4.31%,"6,247,839","1,064,053",20.53%,17,,,,,,,,127002,USD,127002
Bit Angels,https://www.crunchbase.com/organization/bit-angels,"Austin, Texas, United States",,,Southern US,,Bit Angels is the world's first distributed veteran entrepreneur and angel investor group focused on funding the digital currency eco-system.,1,http://twitter.com/BitAngelsdotco,,http://www.facebook.com/pages/Bitangels/615821771781804,,Active,World's first distributed veteran entrepreneur and angel investor group.,2013-06-01,day,,,,,,http://www.bitangels.co/#1,info@coinagenda.com,(702) 672-7321,,Micro VC,Seed,2,2,,,,,,,,"16,290",0,-0.2,-0.5,,,,,,,,,,,,,4,,,2,,,,,,,
Transition Capital Partners,https://www.crunchbase.com/organization/transition-capital-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Transition Capital Partners is a Dallas based private equity firm. With over 20 years of proven experience investing in and building companies, we understand the critical role the founder and management team play in the success of a business. Since all principals at TCP have held senior management positions in both small and large companies, we can relate to the challenges and opportunities business owners face in managing their companies. Our long history of success starts with setting a common set of core principles with our founders/entrepreneurs, and putting a strategic plan in motion to strengthen and accelerate the growth of each company. As a new partner, we offer each company dedicated resources and assistance, and often achieve our collective goals through creative and innovative solutions that come from years of experience in growing companies. Through our partnership, we transform each business into a more diversified and professionally managed enterprise that is substantially more valuable for all stakeholders, while concurrently meeting the original personal objectives of our founder/entrepreneur partners. Since 1993, we have successfully invested in more than 30 middle market companies spanning a diverse array of industries. During that time, we have established a clear track record of efficiently closing transactions and collaborating with our management team partners to accelerate the growth of our companies. Since all of our principals have held senior management positions in middle market companies, we understand the unique challenges that small business owners face in growing their companies. We have extensive knowledge of how to operate and grow companies and offer our management teams substantial strategic, financial and operating support. Because we only make a few investments each year, we can provide all our companies dedicated focus and attention. But ultimately our success lies in building trusted partnerships with founders and management team members, and collaborating with them to unleash the full potential of each company.",2,,,,,Active,Transition Capital Partners is a Dallas based private equity firm. With over 20 years of proven experience investing in and building,1993-01-01,year,,,,,,http://www.tcplp.com,jason@tcplp.com,,,Private Equity Firm,,2,2,,1,,,,,,"18,557",0,-0.1,0.5,209,522.84,-72.49%,0,-99.44%,1.12,-30.79%,88.45%,49.63%,"25,696,657","12,191,254",90.27%,15,,,12,,,,,7313341,USD,7313341
Ara Partners,https://www.crunchbase.com/organization/ara-partners,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,Ara Partners is a diversified platform of private equity managers focused on niche opportunities across the lower middle market energy and industrial sectors.Ara’s Partners invest or commit substantial personal capital to create alignment with our limited partners.They invest directly in assets and don’t back external management teams. ,,,,,,Active,Ara Partners is an oppertunistic private equity investment platform.,2017-01-01,year,,,,,,https://www.arapartners.com/,info@arapartners.com,1-713-337-9150,,Private Equity Firm,Private Equity,2,2,,1,,,,,,"19,865",2.5,1.3,-0.2,"1,457",743.07,,242,,3.38,,23.82%,,"8,239,288",,,32,,,,,,,,,,
"Equus Total Return,Inc.",https://www.crunchbase.com/organization/equus-total-return-inc,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"Equus Total Return, Inc. (the Fund) is a closed-end management investment company. The Fund’s investment objective is to maximize the total return to the Company’s stockholders in the form of current investment income and long-term capital gains by investing in the debt and equity securities of small and middle market capitalization companies that are generally not publicly traded at the time of its investment. The Company seeks to invest primarily in companies pursuing growth either through acquisition or organically, leveraged buyouts, management buyouts and recapitalizations of existing businesses or special situations. The Company's income-producing investments consist principally of debt securities including subordinate debt, debt convertible into common or preferred stock, or debt combined with warrants and common and preferred stock.",11,,,,,Active,"Equus Total Return, Inc. (the Fund) is a closed-end management investment company.",1986-01-01,year,1992-09-18,day,,,For Profit,http://equuscap.com,info@equuscap.com,,,Private Equity Firm,Early Stage Venture,1,2,,,1,1,,,,"19,950",0,4.4,4.4,,,,,,,,,,,,,5,,,,,,,,,,
CenterGate Capital,https://www.crunchbase.com/organization/centergate-capital,"Austin, Texas, United States",,,Southern US,,"CenterGate Capital is a private equity firm focused on improving and growing lower middle market companies with revenues of $20 to $250 million.  In order to realize their potential, these companies need flexible capital, strategic guidance and strong management teams.  We bring together a balance of transactional and operational experience, along with a network of advisors and strategic relationships, which provide our portfolio companies with exceptional resources.",9,https://twitter.com/centergatecap,https://www.linkedin.com/company/centergate-capital,https://www.facebook.com/CenterGateCapital,,Active,A private equity firm focused on improving and growing lower middle market companies with revenues of $20 to $250 million,2014-09-01,day,,,,,,http://www.centergatecapital.com/,,,,Private Equity Firm,Private Equity,2,2,,2,,,,,,"20,649",-0.1,0.7,-0.1,281,416.28,-39.46%,639,970.92%,2.79,-5.95%,7.25%,-32.4%,"19,303,629","4,487,664",30.29%,18,,,,,,,,,,
Carnelian Energy Capital Management,https://www.crunchbase.com/organization/carnelian-energy-capital-management,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"Carnelian is a private equity firm based in Houston, Texas. Carnelian focuses on lower and middle market energy investments requiring between $35 million and $75 million of equity capital in the North American upstream, midstream and oilfield services sectors.",5,,,,,Active,Carnelian Energy Capital is a energy private equity firm.,2015-01-01,year,,,,,,http://carnelianenergy.com/,info@carnelianec.com,713-322-7310,,Private Equity Firm,Private Equity,2,2,,2,,,,,,"20,747",0,-1,0.6,"2,059",766.78,263.92%,60,10.47%,4.2,-34.31%,28.86%,-23.19%,"5,965,942","-5,074,949",-45.97%,20,,,,,,,,,,
Limestone Capital Advisors,https://www.crunchbase.com/organization/limestone-capital-advisors,"Austin, Texas, United States",,,Southern US,,"Limestone Capital Advisors is an investment advisory firm based in Austin, Texas. We provide a full spectrum of investment advisory services, ranging from deal sourcing and due diligence to investment monitoring and management.  We specialize in a wide variety of transaction types from direct private equity investments to asset sales and joint ventures. Additionally, we manage several early and growth stage direct-investments from our previous private equity and venture capital fund experience. Our differentiating factor is our team’s vast experience, strong relationships, and comprehensive knowledge base that stems from decades of leadership at the highest levels of both the private and public sectors.",,,,,,Active,"Limestone Capital Advisors is an investment advisory firm based in Austin, Texas. We provide a full spectrum of investment advisory",2002-01-01,year,,,,,,http://www.limestonevc.com,info@limestoneca.com,(512) 346-2111,,Venture Capital,,2,2,,,,,,,,"22,531",0.2,1.7,3.7,336,124.17,242.11%,,,1,0%,100%,0%,"22,009,126","-9,218,320",-29.52%,9,,,,,,,,,,
Platform Partners,https://www.crunchbase.com/organization/platform-partners,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,6,,,,,Active,"Platform Partners is a private investment company based in Houston, Texas.",2006-01-01,year,,,,,,http://platformllc.com/,platformpartnersllc@platformllc.com,(713) 335-2300,,Private Equity Firm,Private Equity,1,2,,,,,,,,"22,832",0.1,0,-0.5,628,485.23,117.65%,,,1,-87.36%,100%,100%,"16,970,913","2,264,951",15.4%,26,,,,,,,,7492,USD,7492
Harris Preston & Partners,https://www.crunchbase.com/organization/harris-preston-partners,"Austin, Texas, United States",,,Southern US,,"Harris Preston & Partners is an exclusive private equity investment firm focused on your success. As experienced investors and operators, we focus on delivering value in the private equity market for three distinct client partners: Our Investors, Our partnering private equity (Sponsor) firms, Select companies seeking private equity capital.",,,,,,Active,Harris Preston & Partners is an exclusive private equity investment firm focused on your success.,2006-01-01,year,,,,,,http://www.harrispreston.com,info@harrispreston.com,512.505.4110,,Private Equity Firm,Early Stage Venture,2,2,,1,1,1,,,,"23,193",1,3.1,2.2,685,169.34,,14,,2.13,,46.82%,,"13,645,591",,,12,,,,,,,,,,
